i want to fly from baltimore to dallas round trip	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip
i'm interested in a flight from pittsburgh to atlanta	O O O O O O B-fromloc.city_name O B-toloc.city_name
flights from kansas city to cleveland on wednesday	O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
is there a nonstop flight from denver to san francisco	O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
display all flights from san francisco to boston on august eighth	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
i want to go from boston to atlanta on monday	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
what is the next flight from pittsburgh to san francisco after delta flight 1059	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-mod B-airline_name O B-flight_number
show me the least expensive flight from miami to cleveland on sunday after noon	O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time
show me all flights from boston to atlanta which leave atlanta after noon tomorrow	O O O O O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time B-depart_date.today_relative
list all flights from boston to atlanta before 5 o'clock am on thursday	O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name
i'd like the earliest flight from dallas to boston	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
show me the flights on delta from atlanta in the morning	O O O O O B-airline_name O B-fromloc.city_name O O B-depart_time.period_of_day
what flights from salt lake city to las vegas	O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
show me the list of flights between philadelphia and denver that leave in the afternoon	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day
i would like to know some information on flights leaving philadelphia arriving in pittsburgh in the afternoon	O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name O O B-arrive_time.period_of_day
what flights are available from pittsburgh to boston on wednesday of next week	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.date_relative O
is there a flight on continental airlines from boston to denver	O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
pm flights dallas to atlanta	B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name
information on flights from baltimore to philadelphia	O O O O B-fromloc.city_name O B-toloc.city_name
what flights from atlanta to st. louis on tuesday arriving around 230 pm	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
what flights do you have from newark new jersey to ontario california that connect in phoenix	O O O O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-connect O B-stoploc.city_name
i would like to find a flight from charlotte to las vegas that makes a stop in st. louis	O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name
on april first i need a flight going from phoenix to san diego	O B-depart_date.month_name B-depart_date.day_number O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
i would like a flight traveling one way from phoenix to san diego on april first	O O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
i would like a flight from orlando to salt lake city for april first on delta airlines	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O B-airline_name I-airline_name
i need a flight from toronto to newark one way leaving wednesday evening or thursday morning	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O B-depart_date.day_name B-depart_time.period_of_day O B-depart_date.day_name B-depart_time.period_of_day
monday morning i would like to fly from columbus to indianapolis	B-depart_date.day_name B-depart_time.period_of_day O O O O O O B-fromloc.city_name O B-toloc.city_name
on wednesday april sixth i would like to fly from long beach to columbus after 3 pm	O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
after 12 pm on wednesday april sixth i would like to fly from long beach to columbus	B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
are there any flights from long beach to columbus on wednesday april sixth	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number
find a flight from memphis to tacoma dinner	O O O O B-fromloc.city_name O B-toloc.city_name B-meal_description
on next wednesday flight from kansas city to chicago should arrive in chicago around 7 pm return flight on thursday	O B-depart_date.date_relative B-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O O B-return_date.day_name
flight on american from miami to chicago arrive in chicago about 5 pm	O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
find flights arriving new york city next saturday	O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-arrive_date.date_relative B-arrive_date.day_name
find nonstop flights from salt lake city to new york on saturday april ninth	O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number
show flights from burbank to milwaukee for today	O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative
show flights tomorrow evening from milwaukee to st. louis	O O B-depart_date.today_relative B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
show flights saturday evening from st. louis to burbank	O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
show flights from burbank to st. louis on monday	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
show flights from burbank to milwaukee on monday	O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
show flights tuesday evening from milwaukee to st. louis	O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
show flights wednesday evening from st. louis to burbank	O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
which flights travel from kansas city to los angeles	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what flights travel from las vegas to los angeles	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
which flights travel from kansas city to los angeles on april ninth	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
which flights travel from las vegas to los angeles california and arrive on april ninth between 4 and 5 pm	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O O O B-arrive_date.month_name B-arrive_date.day_number O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time
which flights on us air go from orlando to cleveland	O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
which flights travel from cleveland to indianapolis on april fifth	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
which flights travel from indianapolis to san diego on april fifth	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
which flights go from cleveland to indianapolis on april fifth	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
which flights travel from nashville to tacoma	O O O O B-fromloc.city_name O B-toloc.city_name
which flights travel from tacoma to san jose	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what are the flights from tacoma to san jose	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what are the flights from tacoma to san jose	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
i need a flight that goes from boston to orlando	O O O O O O O B-fromloc.city_name O B-toloc.city_name
are there any flights from boston to orlando connecting in new york	O O O O O B-fromloc.city_name O B-toloc.city_name B-connect O B-stoploc.city_name I-stoploc.city_name
are there any flights from boston to orlando connecting in columbus	O O O O O B-fromloc.city_name O B-toloc.city_name B-connect O B-stoploc.city_name
does this flight serve dinner	O O O O B-meal_description
i need a flight from charlotte to miami	O O O O O B-fromloc.city_name O B-toloc.city_name
i need a nonstop flight from miami to toronto	O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name
i need a nonstop flight from toronto to st. louis	O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
i need a flight from toronto to st. louis	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
i need a flight from st. louis to charlotte	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
i need a flight on united airlines from la guardia to san jose	O O O O O B-airline_name I-airline_name O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name
i need a flight from tampa to milwaukee	O O O O O B-fromloc.city_name O B-toloc.city_name
i need a flight from milwaukee to seattle	O O O O O B-fromloc.city_name O B-toloc.city_name
i need a flight from memphis to las vegas	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
i need a flight from las vegas to ontario	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
i need a flight from ontario to memphis	O O O O O B-fromloc.city_name O B-toloc.city_name
which flights go from milwaukee to tampa and stop in nashville	O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name
which flights leave newark after noon next saturday and arrive in los angeles	O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.period_of_day B-depart_date.date_relative B-depart_date.day_name O O O B-toloc.city_name I-toloc.city_name
which flights leave detroit and arrive at st. petersburg around 9 am	O O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
